bathrooms,bedrooms,condition,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated_bool,zipcode
2.25,4,4,1.0,7,360000.0,1550,1070,2620,1650,8100,8100,0,0,1964,0,98166
1.0,3,4,1.0,6,1052000.0,1860,0,1860,2000,44431,44431,0,0,1947,0,98074
2.5,3,3,2.0,9,699950.0,2510,0,2510,2470,4106,4106,0,0,2003,0,98029
2.5,4,4,1.5,8,375000.0,2040,0,2040,2370,109336,133729,0,0,1973,0,98038
1.75,4,4,1.0,7,625000.0,1220,1190,2410,1440,6770,6770,0,0,1924,0,98103
1.0,2,4,1.0,7,464050.0,780,0,780,1320,2750,4440,0,0,1928,0,98116
2.5,5,3,1.0,8,470000.0,1460,750,2210,2080,9655,8633,0,0,1976,0,98011
2.0,4,3,1.0,7,330000.0,1040,550,1590,1670,9100,9100,0,0,1967,1,98058
1.75,4,4,1.0,7,537000.0,2230,0,2230,2230,7957,8040,0,0,1967,0,98008
2.0,3,5,1.0,7,250000.0,910,650,1560,1470,32137,29150,0,0,1976,0,98092
2.5,4,3,2.0,10,835000.0,2950,0,2950,2870,48351,34417,0,0,1986,0,98075
1.0,4,4,1.5,7,770000.0,1480,0,1480,1570,3750,3750,0,0,1912,0,98103
2.0,4,3,1.5,7,650000.0,1730,1120,2850,2450,4497,6000,1,0,1910,0,98144
1.75,3,3,1.0,7,335000.0,1560,830,2390,1750,30409,13500,0,0,1953,0,98168
1.75,3,4,1.0,7,350000.0,1740,0,1740,1560,29597,20741,0,0,1965,0,98059
2.75,5,4,1.0,7,415000.0,1220,840,2060,1840,8906,8906,0,0,1978,0,98118
2.5,4,4,2.0,8,788000.0,2680,0,2680,2680,8778,10020,0,0,1977,0,98006
2.75,4,4,1.5,7,640000.0,2430,720,3150,1990,7379,7379,0,0,1915,0,98115
2.5,4,3,2.0,8,388000.0,2440,0,2440,2450,7155,8109,0,0,1993,0,98058
1.75,6,3,1.0,7,360000.0,1390,840,2230,2110,10080,8475,0,0,1969,0,98034
1.75,6,3,1.0,7,692500.0,1390,840,2230,2110,10080,8475,0,0,1969,0,98034
1.5,4,3,1.5,6,425000.0,1600,0,1600,1410,6180,6180,0,0,1946,0,98118
1.5,4,3,1.5,6,645000.0,1600,0,1600,1410,6180,6180,0,0,1946,0,98118
1.0,3,3,1.5,7,340000.0,1580,0,1580,1200,8308,8308,0,0,1948,0,98146
3.25,4,4,1.0,8,713000.0,2840,0,2840,2550,54400,43560,0,0,1984,0,98053
2.75,3,3,2.0,8,430000.0,2550,0,2550,1020,11160,7440,0,0,1994,0,98155
2.25,3,4,1.0,7,280000.0,1250,450,1700,2070,7210,7300,0,0,1974,0,98003
2.0,3,3,1.5,7,215000.0,1470,0,1470,1390,2052,2052,0,0,1986,0,98003
2.5,3,3,2.0,8,306000.0,1680,0,1680,2080,11193,8084,0,0,1984,0,98058
1.0,3,3,1.0,7,299900.0,1110,0,1110,1780,8593,8593,0,0,1979,0,98155
1.75,5,3,1.0,7,534000.0,1200,920,2120,1930,8625,8625,0,0,1959,0,98008
2.75,3,3,2.0,9,1160000.0,1930,450,2380,3370,5572,5500,4,0,1939,0,98105
2.5,3,5,2.0,9,1165000.0,2000,670,2670,2320,5000,5000,3,0,1942,1,98144
1.0,2,3,1.0,6,199990.0,890,0,890,1460,6430,6430,0,0,1935,1,98022
3.0,4,3,1.0,9,946000.0,2140,1000,3140,2760,9058,10018,0,0,1989,0,98006
1.0,4,3,1.5,7,295000.0,1260,0,1260,1639,7800,7492,0,0,1947,1,98125
1.0,2,3,1.0,6,475000.0,920,0,920,1700,5157,5150,0,0,1909,0,98118
3.5,5,3,2.0,8,750000.0,2450,540,2990,1060,212137,69260,0,0,1994,0,98024
2.5,4,4,2.0,9,1225000.0,2590,530,3120,2030,49456,32181,4,1,1974,1,98198
1.0,3,4,1.0,6,183500.0,1010,0,1010,1370,7520,8469,0,0,1975,0,98001
1.0,2,4,1.0,6,450000.0,1010,0,1010,1630,3627,4040,2,0,1924,0,98144
1.0,3,3,1.5,7,180000.0,1020,0,1020,1160,5500,5500,0,0,1961,0,98118
4.5,5,4,2.0,8,707000.0,2940,600,3540,1290,21217,12040,0,0,1926,0,98188
0.75,2,3,1.0,6,230000.0,900,0,900,1220,3527,4080,0,0,1939,0,98146
1.0,3,4,1.0,7,192500.0,1100,0,1100,1190,9750,9750,0,0,1966,0,98023
2.5,3,3,2.0,7,309000.0,1990,0,1990,1980,3614,3800,0,0,2005,0,98038
1.5,3,4,1.0,8,759000.0,1520,460,1980,2280,5800,5800,0,0,1949,0,98199
3.75,4,3,2.0,11,1115000.0,4040,0,4040,3940,14212,14212,0,0,2002,0,98059
1.75,5,4,1.0,7,462000.0,1250,0,1250,1560,10530,8190,0,0,1966,0,98007
1.5,4,3,1.5,7,229000.0,1820,0,1820,1770,22814,9150,0,0,1920,0,98125
2.25,2,3,2.0,8,399950.0,1010,130,1140,1140,1184,1339,0,0,1999,0,98103
2.0,5,4,1.0,5,325000.0,1730,0,1730,1940,10532,8501,0,0,1943,0,98056
2.25,2,3,3.0,8,512000.0,1170,0,1170,1310,1313,1304,0,0,2007,0,98107
2.75,5,3,2.0,7,410000.0,2910,0,2910,2910,5802,5000,0,0,2006,0,98038
1.0,2,3,1.0,7,210000.0,970,0,970,1180,5500,6000,0,0,1956,0,98118
2.25,4,4,1.0,7,325000.0,1600,530,2130,1890,8499,11368,0,0,1975,0,98030
2.5,3,3,1.0,8,685000.0,1630,890,2520,2220,10175,8388,0,0,1979,0,98027
2.0,2,3,1.0,7,488000.0,780,580,1360,1340,4688,4750,0,0,1944,0,98115
2.25,3,3,1.0,7,247500.0,1280,340,1620,1710,6000,6318,0,0,1998,0,98002
2.0,4,4,1.0,7,489000.0,1060,1060,2120,1540,11479,11000,0,0,1940,0,98125
1.75,4,4,1.0,8,725000.0,1450,1250,2700,2080,6000,6000,0,0,1953,0,98199
1.5,3,3,1.5,6,199950.0,1370,0,1370,1370,10317,9884,0,0,1958,0,98168
3.0,5,3,2.0,8,670000.0,2010,510,2520,2170,13001,8215,1,0,1973,0,98008
2.0,3,4,1.0,7,275000.0,1540,0,1540,1590,10410,7725,0,0,1967,0,98198
1.75,3,3,2.0,8,1000000.0,2130,480,2610,3010,6360,6000,2,0,1924,0,98109
2.0,3,3,1.5,7,255000.0,1490,0,1490,1350,8371,7846,0,0,1984,0,98031
1.75,3,3,1.0,7,465000.0,1380,1380,2760,1980,9137,9137,0,0,1960,0,98007
1.75,3,3,1.0,7,259000.0,1260,0,1260,1430,3604,3767,0,0,2012,0,98042
3.5,3,3,2.0,9,695000.0,2030,600,2630,2450,4713,4187,2,0,2008,0,98027
1.75,3,3,1.0,7,505000.0,1370,430,1800,1820,7210,8100,0,0,1976,0,98072
1.0,2,4,1.0,8,631500.0,1130,0,1130,1680,2640,3200,0,0,1927,0,98109
1.0,3,3,1.5,7,630500.0,1180,0,1180,1900,3600,3600,0,0,1926,0,98112
2.75,4,3,2.0,10,999000.0,2800,0,2800,2010,19168,16020,0,0,1992,0,98075
1.5,3,4,1.0,7,740000.0,1350,480,1830,1570,4000,3672,0,0,1910,0,98119
2.5,3,4,1.5,8,650000.0,1660,560,2220,950,6380,6380,0,0,1931,0,98115
2.0,2,3,1.0,8,554000.0,1870,0,1870,1670,5580,4500,0,0,2004,0,98053
2.5,3,3,1.5,8,400000.0,2580,0,2580,2580,214315,70131,0,0,1946,1,98053
2.0,3,4,1.0,7,529941.0,1010,650,1660,2020,10000,9720,0,0,1961,0,98005
1.0,3,3,1.5,6,310000.0,1330,0,1330,1330,3740,5053,0,0,1903,0,98118
1.0,3,3,1.5,6,389000.0,1330,0,1330,1330,3740,5053,0,0,1903,0,98118
3.0,3,3,2.0,9,731781.0,2630,0,2630,2880,4972,4972,0,0,2006,0,98052
1.0,2,3,1.0,7,502501.0,1100,0,1100,1830,4750,4750,0,0,1946,0,98116
1.75,3,4,1.0,7,443000.0,1810,0,1810,1680,7950,7725,0,0,1968,0,98008
2.0,3,5,1.0,7,607000.0,1060,1000,2060,1400,4080,4080,0,0,1921,0,98144
3.5,3,5,2.0,10,2147500.0,3040,1620,4660,2980,5500,5500,4,0,1909,0,98102
2.5,4,3,1.0,8,585000.0,1660,710,2370,2360,15200,13879,0,0,1975,0,98052
2.5,3,3,2.0,9,1027000.0,2430,0,2430,3440,10500,12842,1,0,1989,0,98004
2.5,3,3,2.0,8,315000.0,1880,0,1880,1880,7000,7000,0,0,1993,0,98031
1.0,2,4,1.0,6,180000.0,1150,0,1150,1150,5695,5695,0,0,1958,0,98056
2.0,3,3,1.0,7,322500.0,1350,0,1350,2100,14200,15101,0,0,1989,0,98019
2.75,3,4,1.0,7,568500.0,1310,870,2180,1510,7519,7107,0,0,1981,0,98052
2.75,4,4,1.0,8,813000.0,1920,1450,3370,2250,6675,5550,3,0,1948,0,98144
2.25,5,4,1.0,10,1085000.0,1850,1800,3650,2760,13068,13927,0,0,1976,0,98040
2.0,4,3,2.0,8,424000.0,2100,0,2100,1450,4857,5965,0,0,1965,1,98155
1.0,2,3,1.0,6,235000.0,670,0,670,1960,5600,7176,0,0,1903,0,98108
3.5,3,5,2.0,9,740000.0,1820,600,2420,2030,4000,4550,0,0,1907,0,98122
1.0,1,3,1.0,7,415000.0,760,0,760,1270,3000,3000,0,0,1900,0,98122
2.75,3,3,1.0,6,432000.0,1100,1100,2200,1520,14925,14212,0,0,1982,0,98053
3.25,5,3,2.0,12,1268890.0,3880,530,4410,4410,35192,59677,2,0,1990,0,98072
1.75,3,3,1.0,8,676500.0,880,420,1300,2440,2446,5051,3,0,1961,0,98122
1.0,2,4,1.0,6,419000.0,720,0,720,1030,4592,5816,0,0,1943,0,98199
2.5,3,3,2.0,9,650000.0,2180,0,2180,2880,37042,32688,0,0,1998,0,98077
1.0,2,4,1.0,7,239000.0,1130,0,1130,1490,15190,16920,0,0,1954,0,98032
2.5,4,5,2.0,8,900000.0,1540,690,2230,2020,4372,4372,0,0,1935,0,98103
1.75,5,3,1.0,7,330000.0,1070,1030,2100,2170,7347,9418,0,0,1981,0,98028
1.75,3,3,1.0,8,510000.0,1100,960,2060,1230,58341,14904,4,0,1982,0,98070
2.5,4,3,2.0,9,465000.0,3060,0,3060,3040,6000,6000,0,0,2012,0,98038
2.75,3,4,2.0,10,1700000.0,2810,0,2810,3120,18731,14810,4,1,1974,0,98052
2.25,3,3,1.0,9,490000.0,2550,0,2550,3050,8588,8588,4,0,1989,0,98011
3.0,5,4,2.0,11,2680000.0,4290,0,4290,3620,20445,22325,0,0,1985,0,98039
2.25,3,3,1.0,9,1000000.0,3040,0,3040,2070,52302,38600,0,0,2005,0,98072
2.75,4,3,2.0,8,469950.0,2530,0,2530,2530,14178,14055,0,0,1997,0,98019
1.75,3,3,1.5,7,536000.0,1300,0,1300,1590,5413,6380,0,0,1925,1,98115
2.5,4,4,1.0,7,244950.0,1790,0,1790,1760,19177,11726,0,0,1966,0,98030
1.0,3,4,1.0,7,575000.0,890,640,1530,1240,2400,2400,0,0,1928,0,98103
2.75,5,3,1.0,7,361000.0,1300,1080,2380,2400,7500,6000,0,0,1984,0,98178
2.25,5,5,1.0,7,650000.0,1200,1200,2400,1950,13450,10361,0,0,1957,0,98008
1.0,2,2,1.0,7,230005.0,830,200,1030,1770,6000,5000,0,0,1951,0,98118
2.5,4,3,1.0,9,293000.0,3250,0,3250,1600,235063,44287,2,0,1973,0,98092
3.0,3,3,1.0,8,445000.0,1970,0,1970,2150,24318,14695,0,0,2010,0,98028
1.5,4,3,1.0,7,280000.0,1140,800,1940,1340,6386,6165,0,0,1954,0,98118
2.25,3,3,1.0,8,520000.0,1370,480,1850,1850,10855,8209,0,0,1985,0,98029
3.25,4,3,2.0,10,780000.0,3900,0,3900,1730,40962,11775,0,0,1991,0,98053
1.75,3,4,1.0,8,625000.0,2160,1000,3160,1990,76230,45789,0,0,1978,0,98001
1.75,3,3,1.0,7,239950.0,1440,0,1440,1640,7200,9167,0,0,1986,0,98188
1.5,3,3,1.0,7,335000.0,1340,700,2040,1190,6000,6000,0,0,1957,0,98118
2.5,3,3,2.0,8,612000.0,2120,0,2120,2010,7401,7972,0,0,1989,0,98029
1.0,2,3,1.0,6,200000.0,830,0,830,1300,8000,8000,0,0,1954,0,98198
1.75,3,4,1.0,8,345000.0,1670,1470,3140,2590,8571,7949,0,0,1985,0,98023
2.5,4,3,1.0,8,520000.0,1550,860,2410,2330,6440,6938,0,0,1974,0,98034
2.25,4,3,2.0,8,855000.0,1800,390,2190,2100,4080,4080,0,0,1918,0,98119
1.75,4,3,1.0,7,567500.0,1190,1000,2190,1510,5060,4600,0,0,1950,0,98116
1.5,3,4,1.0,7,208000.0,1210,0,1210,1370,7247,7869,0,0,1967,0,98003
1.75,3,3,1.0,7,452000.0,880,1000,1880,1260,16239,7528,0,0,1922,0,98115
3.0,3,3,2.0,9,555000.0,2410,0,2410,2540,12183,9979,0,0,1988,0,98011
2.75,5,5,1.0,8,519000.0,1350,1270,2620,1940,8861,10800,0,0,1979,0,98056
2.25,3,3,2.0,9,474950.0,1850,0,1850,1080,2575,4120,0,0,2013,0,98118
2.25,3,3,1.0,7,419000.0,1190,570,1760,2260,16418,20747,0,0,1990,0,98053
1.0,2,3,1.0,7,390000.0,860,0,860,2160,1800,3120,0,0,1909,0,98119
2.25,7,4,2.0,7,539000.0,2620,0,2620,2070,6890,7910,0,0,1961,0,98007
1.75,4,5,1.0,8,569000.0,1590,810,2400,2200,21196,19134,0,0,1956,0,98166
1.0,3,3,1.5,7,611000.0,1850,0,1850,1850,5000,5000,0,0,1922,0,98103
2.5,3,3,2.0,9,760000.0,4040,0,4040,3000,147856,125452,0,0,2004,0,98092
2.0,3,5,1.0,9,732000.0,1940,0,1940,2330,55756,10018,0,0,1954,0,98007
2.5,3,4,2.0,9,1675000.0,2150,1340,3490,2990,8343,13104,4,1,1939,1,98125
2.75,5,3,2.0,9,919950.0,3170,0,3170,3210,7062,6891,0,0,2014,0,98074
2.5,4,3,1.0,7,400000.0,1440,1090,2530,1960,7563,7811,0,0,1978,0,98011
2.5,4,3,2.0,9,785000.0,3230,0,3230,3230,21781,21780,0,0,1993,0,98053
2.25,3,4,2.0,9,835000.0,2120,0,2120,3280,54014,50690,0,0,1964,0,98005
1.75,2,4,1.0,8,640500.0,1340,300,1640,1760,6750,7490,0,0,1939,0,98125
2.5,4,3,2.0,8,310000.0,2130,0,2130,2350,9013,8982,0,0,1988,0,98001
1.0,4,3,1.5,7,355000.0,1440,0,1440,1150,7215,7215,0,0,1969,0,98034
1.75,3,4,1.0,8,685000.0,1440,500,1940,2160,7313,7200,1,0,1960,0,98136
1.0,3,3,1.0,6,202500.0,1120,0,1120,1050,8576,8812,0,0,1943,0,98178
2.5,3,3,2.0,8,540000.0,2400,0,2400,2420,5817,5817,0,0,1998,0,98065
2.5,4,3,2.0,8,295000.0,1810,0,1810,1850,4871,5003,0,0,1999,0,98031
1.0,3,3,1.5,7,518000.0,1270,0,1270,2100,6612,7680,3,0,1927,0,98118
1.75,2,3,1.0,7,250000.0,1350,0,1350,1370,4023,3570,0,0,2005,0,98038
2.0,2,2,1.5,7,330000.0,1550,0,1550,1600,435600,217800,0,0,1972,0,98065
1.0,2,4,1.0,7,481000.0,920,700,1620,1330,3880,3880,0,0,1924,0,98117
2.25,3,3,1.0,9,898000.0,1770,880,2650,2650,12845,12902,3,0,1977,0,98034
1.75,5,3,1.5,8,570000.0,2510,0,2510,1900,9750,9750,0,0,1969,0,98052
2.5,4,3,2.0,8,475000.0,2040,0,2040,2530,16200,15389,0,0,1997,0,98019
2.5,3,4,2.0,8,265000.0,1660,0,1660,1630,5250,5505,0,0,1988,0,98003
2.5,3,3,2.0,10,380000.0,1580,400,1980,2060,17342,17313,4,1,1984,0,98166
2.5,4,4,2.0,9,790000.0,2690,0,2690,2420,8036,8087,0,0,1987,0,98007
2.25,2,4,2.0,9,620000.0,2910,0,2910,2090,6110,5763,2,0,1985,0,98136
3.5,4,3,2.0,8,709050.0,2670,50,2720,1960,9000,7772,0,0,1997,0,98125
1.0,3,3,1.0,7,296500.0,1280,0,1280,1380,5100,7140,0,0,1948,0,98126
2.5,3,3,2.0,8,475000.0,2160,0,2160,2230,35912,35244,0,0,1982,0,98077
2.25,3,4,1.0,8,440000.0,1290,470,1760,2050,10835,10488,0,0,1976,0,98027
1.0,2,3,1.0,6,405000.0,800,0,800,1470,6016,3734,0,0,1942,0,98117
1.0,2,3,1.0,6,269500.0,730,200,930,1100,4000,5000,0,0,1943,0,98108
1.75,5,4,1.0,7,520000.0,1020,1020,2040,1720,5280,7344,0,0,1961,0,98007
1.0,1,3,1.0,6,229500.0,1180,0,1180,1890,22000,11761,2,0,1948,0,98198
1.75,4,4,1.0,7,335000.0,1390,610,2000,1520,10890,9250,0,0,1961,0,98003
2.75,4,3,2.0,9,680000.0,3310,0,3310,3230,50951,39340,0,0,1998,0,98077
3.5,4,3,2.0,9,1389000.0,2550,580,3130,1830,3900,3900,0,0,2008,0,98115
2.5,4,3,1.0,8,740000.0,1600,700,2300,2510,9900,7500,2,0,1961,0,98136
2.25,3,4,1.0,8,270000.0,2140,0,2140,2060,9990,9990,0,0,1962,0,98003
2.0,4,3,1.5,7,510000.0,1760,450,2210,1760,5572,4713,3,0,1911,0,98126
1.0,2,3,1.0,6,300000.0,970,0,970,1570,13700,10880,0,0,1949,0,98106
2.25,5,4,1.0,8,1298890.0,2020,670,2690,3380,10800,9134,3,0,1956,0,98040
2.0,4,4,1.5,7,675000.0,1670,220,1890,1800,5188,4848,0,0,1940,0,98105
3.25,6,3,2.0,10,925850.0,3140,0,3140,2980,14923,10758,0,0,1991,0,98006
1.0,2,4,1.0,7,255500.0,1150,290,1440,1870,43560,56628,0,0,1965,0,98027
2.5,3,3,2.0,10,450000.0,2910,0,2910,2910,17172,20048,0,0,1989,0,98003
1.0,3,3,1.0,7,280000.0,1310,0,1310,1600,22652,103672,0,0,1968,0,98092
2.25,4,4,2.0,7,245000.0,2140,0,2140,2060,8800,9790,0,0,1963,0,98032
1.0,3,4,1.0,7,344950.0,1090,0,1090,1440,6712,7350,0,0,1972,0,98034
1.75,3,3,1.0,7,381000.0,1330,0,1330,1500,7216,8000,0,0,1969,0,98034
4.0,4,3,2.0,11,1945000.0,3480,1210,4690,2800,6900,11240,0,0,2001,0,98004
1.5,3,1,1.0,8,1500000.0,1910,0,1910,2850,21374,16167,0,0,1955,0,98004
1.75,3,4,2.0,7,232603.0,1750,0,1750,2140,11461,11276,0,0,1976,0,98002
2.5,5,3,1.5,6,220000.0,1760,0,1760,1370,10200,7620,0,0,1925,0,98106
1.75,4,5,1.0,8,600000.0,1390,420,1810,2080,7700,7700,0,0,1977,0,98033
2.5,3,3,2.0,7,239000.0,1360,0,1360,1360,5754,7050,0,0,1994,0,98030
1.75,3,3,1.0,8,400000.0,1730,0,1730,1440,9211,9211,0,0,1961,0,98125
2.75,6,3,2.0,10,2180000.0,3690,1020,4710,2950,11000,5300,3,0,1931,0,98105
1.0,3,5,1.0,7,350000.0,1010,0,1010,1310,8551,8504,0,0,1953,0,98155
2.5,3,5,2.0,8,562000.0,2400,0,2400,2230,97138,54450,0,0,1983,0,98077
1.5,3,5,1.0,7,380000.0,1540,0,1540,1690,8400,7689,0,0,1968,0,98056
1.75,4,3,1.0,7,511200.0,740,740,1480,1680,7875,5851,0,0,1927,0,98199
2.5,4,3,2.0,9,680000.0,2520,0,2520,2910,5000,5001,0,0,2004,0,98029
3.25,3,3,2.0,8,350000.0,1000,210,1210,1650,941,1493,0,0,2002,0,98133
2.5,5,3,1.0,8,410000.0,1410,1260,2670,1860,184140,35719,0,0,1980,0,98042
2.5,4,4,1.5,10,1050000.0,3030,0,3030,2980,12590,11635,0,0,1988,0,98004
2.0,3,3,1.0,8,391265.0,1440,0,1440,1350,3900,3900,0,0,2002,0,98053
2.25,4,3,2.0,9,1410000.0,3250,0,3250,2890,16684,16927,0,0,1979,0,98039
2.0,3,5,1.0,7,575000.0,870,880,1750,1750,5750,5750,2,0,1956,0,98116
1.5,4,3,2.0,7,316000.0,2120,0,2120,2000,46173,46173,0,0,1974,0,98053
1.0,3,3,1.5,7,165000.0,1050,0,1050,1050,5156,5502,0,0,1919,0,98106
2.25,3,5,1.5,8,850000.0,1430,520,1950,1950,3600,3600,0,0,1911,0,98119
1.0,3,3,1.0,5,210000.0,1020,0,1020,2070,6000,7200,0,0,1900,0,98027
2.5,4,4,1.0,7,325000.0,1220,600,1820,1860,9161,7650,0,0,1975,0,98058
2.5,4,3,2.0,8,682000.0,2390,0,2390,2610,53941,104108,0,0,1989,0,98053
2.5,3,4,2.0,7,430000.0,1400,0,1400,1710,7508,7700,0,0,1987,0,98034
1.5,3,4,1.0,7,325500.0,1190,350,1540,1290,8110,8110,0,0,1959,0,98125
1.75,3,3,1.0,7,385000.0,1280,1090,2370,1990,6360,6360,3,0,1954,0,98178
1.0,1,5,1.0,6,435000.0,670,0,670,1330,1800,3360,0,0,1905,0,98103
1.0,4,4,2.0,7,550000.0,2420,0,2420,1630,15520,9965,0,0,1945,0,98006
1.0,3,4,1.0,6,400000.0,860,140,1000,1700,7800,7800,0,0,1930,0,98125
2.75,4,5,1.0,7,503000.0,1240,860,2100,2490,7350,7350,0,0,1978,0,98034
2.5,4,3,2.0,8,676000.0,2800,0,2800,2790,5368,5368,0,0,2003,0,98074
1.0,3,4,1.5,7,180000.0,940,0,940,1420,11055,9100,0,0,1959,0,98032
2.0,3,5,1.5,6,234000.0,1640,0,1640,1160,5280,7875,0,0,1910,0,98002
2.5,4,5,1.5,7,734200.0,1680,1080,2760,1850,5000,5000,0,0,1928,0,98107
3.25,3,3,2.0,10,920000.0,3660,0,3660,3660,66211,107153,0,0,2003,0,98038
2.5,4,4,1.0,9,1920000.0,2070,1000,3070,3780,34412,27940,3,0,1950,0,98039
1.75,3,4,1.0,7,224000.0,1100,0,1100,1520,10125,10125,0,0,1969,0,98092
2.75,3,3,1.0,8,1400000.0,1690,1440,3130,2980,19530,18782,4,1,1947,1,98008
1.0,3,4,1.0,6,185000.0,1320,0,1320,1070,7155,8100,0,0,1961,0,98002
1.75,3,5,1.5,7,554600.0,1470,0,1470,1530,5000,5000,0,0,1900,0,98107
1.75,3,3,1.0,7,268000.0,980,500,1480,1790,8009,7678,0,0,1980,0,98032
2.25,4,4,1.0,8,675000.0,1530,730,2260,2220,8715,8650,0,0,1976,0,98008
2.25,4,4,1.0,8,620000.0,1710,500,2210,2070,10039,10965,0,0,1967,0,98052
1.75,3,5,1.0,8,396450.0,1540,0,1540,1330,12446,11508,0,0,1967,0,98027
1.75,5,4,1.0,7,565000.0,1390,520,1910,1750,9720,9720,0,0,1955,0,98006
1.75,3,3,1.0,7,410000.0,1160,600,1760,1840,3520,5000,0,0,1966,0,98144
3.0,4,4,1.5,8,1190000.0,1270,970,2240,2240,6000,4250,0,0,1914,0,98109
2.25,3,4,1.0,9,716125.0,2110,0,2110,2130,7279,7279,0,0,1984,0,98033
1.0,2,3,1.0,7,225000.0,1396,0,1396,2020,111949,111949,0,0,1940,1,98053
2.75,4,3,2.0,9,640000.0,2320,720,3040,2830,7274,10080,3,0,1986,0,98125
1.0,2,3,1.0,6,374000.0,980,160,1140,1220,5650,5700,1,0,1920,0,98116
2.0,4,5,1.0,7,415000.0,1160,620,1780,1780,12161,8170,0,0,1950,0,98155
2.5,4,5,1.0,8,592500.0,1770,1600,3370,2920,35150,41241,0,0,1993,0,98027
2.5,3,3,3.0,7,365000.0,1484,0,1484,1484,1761,4320,0,0,2003,0,98115
2.5,4,4,1.0,7,600000.0,1180,1050,2230,1860,12753,12753,0,0,1981,0,98074
2.5,4,4,2.0,9,465000.0,2820,0,2820,2910,39413,39413,0,0,1989,0,98092
1.0,3,4,1.0,7,254999.0,1000,580,1580,1580,7560,7560,0,0,1976,0,98001
2.5,4,3,2.0,7,279000.0,2040,0,2040,2040,8076,8408,0,0,1994,0,98042
2.5,3,3,2.0,8,460000.0,2720,0,2720,2250,40813,40511,0,0,2001,0,98001
2.25,4,3,2.0,7,507000.0,1020,470,1490,1510,956,1350,0,0,2005,0,98122
1.75,3,3,1.0,7,291000.0,1560,0,1560,1840,9788,11180,0,0,1964,0,98178
1.5,2,3,2.0,7,350000.0,830,0,830,830,1077,1366,0,0,2006,0,98122
1.0,3,4,2.0,6,90000.0,980,0,980,980,2490,3154,0,0,1969,0,98092
1.75,3,4,1.0,8,329000.0,1360,620,1980,1880,7000,7200,0,0,1977,0,98058
2.5,4,3,2.0,10,909000.0,3680,0,3680,2830,11648,11251,0,0,1986,0,98006
1.0,2,4,1.0,5,187000.0,860,0,860,960,5400,5400,0,0,1953,0,98056
1.75,3,3,1.0,7,580000.0,1020,830,1850,1850,5100,5100,0,0,1909,0,98105
2.5,3,3,2.0,7,345000.0,1620,0,1620,1620,5992,4644,0,0,2001,0,98019
2.5,4,3,2.0,8,497000.0,2240,0,2240,1860,7200,6600,0,0,1995,0,98118
1.0,3,3,1.5,6,345000.0,1010,0,1010,1330,3060,4590,0,0,1904,0,98118
1.75,3,3,1.0,8,313500.0,1610,0,1610,2120,7350,7350,0,0,1974,0,98058
2.5,3,3,2.0,9,910000.0,2720,0,2720,2870,7250,7250,0,0,1990,0,98033
1.5,3,3,1.0,7,399950.0,1190,890,2080,1850,5244,6982,0,0,1959,0,98125
2.0,4,4,1.0,7,268000.0,1030,900,1930,1220,6600,6600,0,0,1967,0,98168
1.75,4,3,1.0,8,559000.0,1450,800,2250,1950,8458,7198,0,0,1954,0,98136
2.25,3,4,1.0,7,309000.0,1300,680,1980,2030,8755,8671,0,0,1963,0,98198
2.5,3,3,2.0,7,410000.0,1960,0,1960,2060,4400,4400,0,0,2006,0,98065
1.0,3,4,1.0,7,259000.0,1320,0,1320,1370,8625,8295,0,0,1957,0,98056
2.0,5,4,2.0,9,950000.0,2340,600,2940,2940,5500,5500,0,0,1909,0,98102
1.0,4,4,1.5,7,320000.0,1460,0,1460,1690,7200,7357,0,0,1955,0,98155
2.5,4,3,1.0,8,1150000.0,1490,840,2330,2430,30122,6726,1,0,1951,0,98115
2.0,3,3,1.0,7,394250.0,2620,0,2620,1730,10107,7812,3,0,1982,0,98198
1.0,1,3,1.0,6,315000.0,700,0,700,1150,3876,3952,0,0,1910,0,98103
2.0,2,3,1.0,6,480000.0,1140,0,1140,1880,12000,6125,0,0,1943,0,98027
2.5,3,3,2.0,9,556000.0,2750,0,2750,2710,35440,35440,0,0,1994,0,98045
2.5,3,3,2.0,7,450000.0,2480,0,2480,2510,5647,5018,0,0,2002,0,98065
1.5,3,3,1.0,7,420000.0,940,190,1130,1400,5413,7168,0,0,1946,0,98125
3.75,6,3,1.0,8,890000.0,1870,900,2770,1570,5000,2108,0,0,1969,0,98107
2.0,4,5,1.0,7,295000.0,1030,680,1710,1710,8814,7272,0,0,1975,0,98031
2.25,4,5,2.0,8,410000.0,2150,0,2150,2200,27345,11923,0,0,1976,0,98059
2.5,3,3,2.0,8,308900.0,2250,0,2250,2140,7294,7363,0,0,1994,0,98092
2.5,4,3,1.0,8,1161000.0,1480,1480,2960,2500,26742,9460,3,0,1949,1,98115
2.5,2,3,1.0,8,665000.0,2300,0,2300,1820,6984,4950,0,0,2006,0,98053
1.75,3,5,1.0,7,577000.0,970,770,1740,1740,5500,7250,0,0,1953,0,98116
2.5,3,3,3.0,10,959000.0,2830,0,2830,1780,3750,5000,0,0,2014,0,98117
1.75,2,5,1.0,7,471000.0,1240,0,1240,1800,6417,6417,0,0,1924,0,98126
