bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,yr_renovated_bool,zipcode,price,zipcode_price
1.0,2,3,1.0,7,970,0,970,1200,10423,7857,0,0,1947,0,0,98133,345000.0,2
1.75,3,3,1.5,7,1660,0,1660,1640,10150,8906,0,0,1957,0,0,98133,350000.0,2
2.5,3,3,2.0,8,1180,340,1520,1270,1304,1718,0,0,2006,0,0,98136,438000.0,2
1.0,2,3,1.0,7,1010,0,1010,1480,4000,4366,0,0,1947,0,0,98136,337000.0,2
3.5,4,3,2.0,9,2600,910,3510,2050,7200,6200,0,0,2009,0,0,98136,1007500.0,2
1.0,3,3,1.0,7,1150,0,1150,1210,6800,6800,0,0,1954,0,0,98133,410500.0,2
1.0,3,4,1.0,7,1470,0,1470,1470,8400,8400,0,0,1953,0,0,98133,352500.0,2
2.5,4,3,2.0,9,2720,0,2720,1590,7991,8611,0,0,2006,0,0,98133,635000.0,2
1.0,2,3,1.0,6,690,0,690,1380,5200,5700,0,0,1918,0,0,98136,340000.0,2
2.0,5,3,1.0,8,1420,1200,2620,1360,7030,7964,0,0,1965,0,0,98133,399000.0,2
1.75,3,3,1.0,7,1740,0,1740,1810,10800,7735,0,0,1959,0,0,98133,340000.0,2
1.75,3,3,1.5,7,1680,0,1680,1680,6200,5100,0,0,1916,0,0,98136,545000.0,2
2.75,8,3,1.0,7,1470,1320,2790,1760,6695,7624,0,0,1977,0,0,98133,340000.0,2
1.75,3,3,1.0,8,1520,430,1950,1950,7260,7548,0,0,1957,0,0,98133,360000.0,2
1.75,3,3,1.0,7,1180,500,1680,1890,8460,9529,0,0,1976,0,0,98133,419600.0,2
2.5,3,3,1.0,7,1290,550,1840,2160,6985,7990,0,0,1971,0,0,98133,380000.0,2
1.0,2,4,1.5,7,840,0,840,1310,7020,7072,0,0,1943,0,0,98136,450600.0,2
2.5,3,3,3.0,8,1260,0,1260,1340,1622,1188,0,0,2009,0,0,98133,305000.0,2
2.0,4,3,1.0,7,1300,520,1820,1770,7200,8149,0,0,1976,0,0,98136,548500.0,2
2.25,3,3,3.0,7,1260,0,1260,1190,1488,1095,0,0,2009,0,0,98133,275000.0,2
1.0,2,3,1.0,7,1080,400,1480,1290,6210,7509,0,0,1950,0,0,98133,331000.0,2
2.25,3,3,2.0,8,2210,0,2210,1450,7916,7955,0,0,1978,0,0,98133,500000.0,2
1.0,1,3,1.0,6,930,0,930,1300,7129,8075,0,0,1948,0,0,98133,210000.0,2
2.0,4,3,1.5,7,1480,520,2000,1110,6250,6250,0,0,1930,0,0,98136,465000.0,2
2.5,5,3,1.0,8,1570,400,1970,1970,12375,8941,0,0,1959,0,0,98133,575000.0,2
1.0,3,3,1.0,6,950,450,1400,990,4980,4980,0,0,1943,0,0,98133,359950.0,2
1.0,3,3,1.0,7,1200,0,1200,1470,6825,8100,0,0,1954,2013,1,98133,402000.0,2
2.75,2,3,2.0,8,1120,230,1350,1410,1252,1265,0,0,2006,0,0,98136,405500.0,2
1.5,3,3,1.0,7,1410,0,1410,1910,9000,7214,0,0,1953,0,0,98133,275000.0,2
1.75,2,3,1.0,7,870,420,1290,2380,6600,7370,2,0,1951,0,0,98136,573300.0,2
2.5,3,4,1.0,7,1420,760,2180,1900,7508,7818,0,0,1962,0,0,98133,400000.0,2
3.25,3,4,1.0,8,1430,800,2230,2070,5460,5600,1,0,1977,0,0,98136,699950.0,2
2.5,4,3,1.0,8,1980,760,2740,2170,12106,11156,0,0,1992,0,0,98133,525000.0,2
3.25,4,3,2.0,9,2780,0,2780,1000,7875,7500,0,0,2006,0,0,98133,700000.0,2
1.0,3,3,1.0,7,1100,0,1100,1430,7650,7650,0,0,1952,0,0,98133,392500.0,2
2.25,3,3,3.0,8,1340,0,1340,1340,873,1186,0,0,2009,0,0,98133,303000.0,2
1.0,2,4,1.0,7,1250,0,1250,1130,9270,6800,0,0,1948,0,0,98133,370037.0,2
2.75,2,3,2.0,8,1080,290,1370,1370,1140,1090,0,0,2009,0,0,98133,369950.0,2
1.75,4,3,1.0,7,1220,1100,2320,2230,7500,7500,0,0,1955,0,0,98133,410000.0,2
1.0,2,3,1.0,7,1070,0,1070,1490,6000,7622,0,0,1955,0,0,98133,324000.0,2
1.75,3,4,1.0,7,1510,0,1510,1480,6360,7260,0,0,1954,0,0,98133,420000.0,2
1.0,2,3,1.0,7,1090,420,1510,1460,6807,6807,0,0,1939,0,0,98133,415000.0,2
1.0,2,4,1.0,7,740,0,740,1140,5995,5995,0,0,1949,0,0,98133,304700.0,2
2.0,4,3,1.0,7,1110,420,1530,1100,5250,5250,0,0,1981,0,0,98133,381800.0,2
1.5,2,3,1.0,8,1340,500,1840,1880,9000,7560,2,0,1957,0,0,98136,720000.0,2
2.25,3,3,1.0,8,1520,1430,2950,2130,7232,7140,2,0,1983,0,0,98136,1065500.0,2
3.75,4,3,1.5,9,2130,0,2130,3030,34689,28598,4,1,1955,0,0,98136,1339000.0,2
2.0,5,4,2.5,8,2300,0,2300,2030,7897,7902,0,0,1956,0,0,98133,500000.0,2
2.5,3,3,3.0,8,1910,0,1910,1910,4408,8154,0,0,2007,0,0,98133,400000.0,2
3.25,5,3,2.0,9,2350,880,3230,1520,5000,5000,1,0,2002,0,0,98136,815000.0,2
1.5,3,4,1.0,7,1050,550,1600,1810,8040,7819,0,0,1965,0,0,98133,383900.0,2
2.5,3,3,3.0,7,1330,0,1330,1330,1200,1206,0,0,2002,0,0,98133,300000.0,2
1.0,3,4,1.0,7,940,120,1060,1560,8097,7940,0,0,1923,0,0,98133,420000.0,2
1.5,2,3,3.0,7,1390,0,1390,1340,1756,1756,0,0,2005,0,0,98133,299950.0,2
1.0,2,3,1.0,7,1190,310,1500,1420,6685,6561,0,0,1926,0,0,98133,245000.0,2
1.0,3,3,1.0,7,980,310,1290,1680,5500,5000,0,0,1951,0,0,98136,372220.0,2
1.0,2,3,1.0,7,930,0,930,1760,5000,5228,3,0,1926,2013,1,98136,700000.0,2
1.5,2,3,2.0,7,920,0,920,1110,1458,1598,0,0,1995,0,0,98133,265000.0,2
3.5,4,3,2.0,9,2250,470,2720,1600,3000,4600,0,0,2014,0,0,98136,790000.0,2
2.5,3,3,3.0,8,1509,0,1509,1509,1114,2431,0,0,2014,0,0,98133,401500.0,2
2.75,4,5,2.0,7,1380,860,2240,1550,8162,8163,0,0,1946,0,0,98133,290000.0,2
3.5,3,3,2.0,7,1000,240,1240,1110,1666,1027,0,0,2008,0,0,98136,402000.0,2
1.75,3,5,1.0,7,1090,890,1980,1980,6250,6250,1,0,1910,0,0,98136,564000.0,2
1.5,3,3,1.0,7,1330,400,1730,1780,7800,8309,0,0,1958,0,0,98133,394999.0,2
2.0,3,3,1.0,7,1750,0,1750,1370,2550,1533,0,0,1955,0,0,98133,410000.0,2
2.5,2,3,2.0,8,1170,0,1170,1350,1638,1407,0,0,2008,0,0,98133,325000.0,2
2.0,2,3,3.0,7,980,130,1110,1110,1155,1089,0,0,2008,0,0,98136,399000.0,2
2.25,3,3,2.0,10,2250,620,2870,1310,8170,8170,0,0,1995,0,0,98136,850000.0,2
1.5,4,3,2.0,7,2190,0,2190,1160,8296,8160,0,0,1935,1963,1,98136,565000.0,2
1.75,3,4,1.0,7,1130,580,1710,1200,4080,4080,0,0,1979,0,0,98136,480000.0,2
1.5,2,3,1.0,7,860,790,1650,1660,7311,7255,0,0,1978,0,0,98133,364000.0,2
1.0,3,3,1.5,7,980,0,980,1070,7228,7228,0,0,1946,0,0,98133,340000.0,2
2.75,4,3,1.0,9,1970,1400,3370,2120,8103,6360,3,0,1970,2014,1,98136,1135000.0,2
2.5,4,3,2.0,7,2140,0,2140,2080,7245,7875,0,0,2003,0,0,98133,495000.0,2
0.0,0,3,3.0,8,1470,0,1470,1470,979,1399,2,0,2006,0,0,98133,380000.0,2
1.75,3,3,1.0,8,1480,710,2190,2190,6450,6450,0,0,1957,0,0,98136,765000.0,2
1.0,2,4,1.0,7,1130,0,1130,1220,8081,7800,0,0,1921,0,0,98133,345000.0,2
1.0,3,4,1.5,7,1280,0,1280,1390,5460,5500,0,0,1931,0,0,98133,443000.0,2
1.0,2,4,1.5,7,1810,0,1810,1490,8527,6800,0,0,1943,0,0,98133,375000.0,2
2.25,2,3,2.0,8,1640,0,1640,1640,2240,2240,0,0,1980,0,0,98133,375000.0,2
2.5,5,3,2.0,8,2990,0,2990,1970,9240,18110,0,0,2015,0,0,98133,357000.0,2
1.5,3,3,1.0,8,1260,970,2230,2120,6000,7200,1,0,1968,0,0,98136,585000.0,2
2.5,4,3,2.0,8,2140,0,2140,1690,7754,7775,0,0,1996,0,0,98133,525000.0,2
2.25,3,3,3.0,8,1250,0,1250,1250,811,1232,0,0,2014,0,0,98136,419950.0,2
1.5,2,3,2.0,7,880,0,880,880,1805,5060,0,0,1999,0,0,98133,235000.0,2
1.5,4,3,1.0,8,1490,1320,2810,2240,7140,6825,2,0,1954,0,0,98136,575000.0,2
1.5,3,3,1.0,7,900,450,1350,1730,6000,6012,2,0,1950,0,0,98136,525000.0,2
1.5,3,3,2.0,7,1320,0,1320,1230,2625,5250,0,0,1986,0,0,98133,269000.0,2
1.0,3,3,1.0,8,1480,0,1480,2250,17360,8720,1,0,1954,0,0,98136,600000.0,2
1.75,2,4,1.5,7,1270,0,1270,1480,7560,7560,0,0,1932,0,0,98133,416000.0,2
1.75,4,3,1.0,8,1260,630,1890,1430,9205,6775,0,0,1964,0,0,98133,300000.0,2
1.0,4,4,1.5,7,1300,0,1300,1330,8400,8400,0,0,1953,0,0,98133,315000.0,2
2.5,4,3,2.0,8,2060,0,2060,2060,8451,9460,0,0,1995,0,0,98133,543000.0,2
1.5,3,3,1.0,7,1400,0,1400,1490,9087,8380,0,0,1954,0,0,98133,320000.0,2
1.0,2,3,1.0,6,760,140,900,1500,8556,8556,0,0,1941,0,0,98136,315000.0,2
2.5,4,3,1.0,8,1600,700,2300,2510,9900,7500,2,0,1961,0,0,98136,740000.0,2
1.75,2,4,1.0,6,800,0,800,1090,4800,5000,0,0,1922,0,0,98136,388000.0,2
2.0,4,4,1.0,7,2280,0,2280,1100,7200,7620,0,0,1956,0,0,98133,500000.0,2
1.0,2,3,1.0,7,1340,0,1340,1610,9840,8949,0,0,1949,0,0,98133,290000.0,2
2.25,2,3,2.0,8,1010,290,1300,1430,2104,1850,0,0,2011,0,0,98136,394950.0,2
2.0,3,5,2.0,7,1600,200,1800,1640,5000,5000,0,0,1925,0,0,98136,575000.0,2
1.0,3,3,1.0,7,970,510,1480,2020,7284,7920,0,0,1963,0,0,98133,336500.0,2
1.0,3,3,1.0,6,1260,0,1260,1990,7660,7861,0,0,1947,0,0,98133,280000.0,2
2.5,3,3,2.0,7,3200,170,3370,1730,19585,9430,0,0,1951,0,0,98133,515000.0,2
1.5,4,4,1.0,7,1330,960,2290,1740,8773,7058,0,0,1947,0,0,98133,425000.0,2
2.5,3,3,1.0,8,1100,870,1970,3030,23180,34689,4,1,1937,1998,1,98136,1175000.0,2
3.25,3,3,2.0,8,1360,240,1600,1390,1882,1379,0,0,2000,0,0,98133,345000.0,2
1.75,3,3,2.0,7,1770,0,1770,1680,10125,9825,0,0,1944,1978,1,98133,487000.0,2
1.5,3,3,3.0,8,1220,0,1220,1220,1086,1422,0,0,2007,0,0,98133,306000.0,2
2.5,3,3,2.0,8,2160,0,2160,2160,9063,9063,0,0,1992,0,0,98133,530000.0,2
1.0,1,4,1.5,7,1370,0,1370,1450,6250,6250,0,0,1921,0,0,98136,565000.0,2
1.5,3,3,2.0,8,1050,190,1240,1180,1221,887,0,0,2009,0,0,98133,320000.0,2
2.5,3,3,3.0,8,1270,80,1350,1350,886,886,0,0,2006,0,0,98136,377500.0,2
2.5,4,3,2.0,8,2400,370,2770,2120,6000,6000,0,0,1993,0,0,98136,685000.0,2
1.5,3,3,1.0,7,1200,600,1800,1800,8303,8171,0,0,1957,0,0,98133,442500.0,2
2.0,5,4,1.0,7,1270,1060,2330,1550,8586,8287,0,0,1961,0,0,98133,362500.0,2
2.25,3,3,3.0,8,1370,0,1370,1370,1533,1125,0,0,2009,0,0,98133,315000.0,2
1.75,4,5,1.0,6,900,900,1800,1770,8385,8385,0,0,1950,0,0,98133,377000.0,2
2.25,3,3,3.0,7,1358,0,1358,1358,1196,1196,0,0,2007,0,0,98133,311600.0,2
1.0,2,3,1.0,6,820,0,820,1030,7475,5720,0,0,1945,0,0,98133,245000.0,2
1.75,3,3,1.0,7,1030,440,1470,1100,4950,5250,0,0,1984,0,0,98133,459500.0,2
1.0,3,3,1.0,8,1200,890,2090,1850,4755,5300,2,0,1969,0,0,98136,478500.0,2
2.0,3,3,2.0,7,800,350,1150,1060,700,1910,0,0,2000,0,0,98136,340000.0,2
3.0,3,3,3.0,8,1370,0,1370,1399,1001,1151,0,0,2009,0,0,98133,327000.0,2
1.0,2,4,1.0,7,850,0,850,1440,5250,5250,0,0,1950,0,0,98133,294000.0,2
1.75,4,5,1.0,7,1060,1060,2120,1410,6250,6250,0,0,1917,0,0,98136,560000.0,2
1.0,2,4,1.0,6,940,0,940,1290,7700,7375,0,0,1916,0,0,98133,329000.0,2
1.75,3,4,2.0,7,1300,0,1300,1300,4800,4800,1,0,1912,0,0,98136,448500.0,2
1.0,3,4,1.5,7,1430,0,1430,1720,10005,8822,0,0,1950,0,0,98133,400000.0,2
1.75,3,4,1.0,7,2200,0,2200,1690,11520,8038,0,0,1952,0,0,98133,359000.0,2
1.0,3,3,1.0,7,1020,0,1020,1440,7650,7650,0,0,1940,0,0,98133,293000.0,2
1.0,1,3,1.0,6,710,0,710,900,4725,5250,0,0,1939,0,0,98133,264000.0,2
2.5,4,5,1.0,7,1520,1100,2620,1880,8960,8960,0,0,1955,0,0,98133,405000.0,2
1.0,2,3,1.0,7,990,0,990,1080,8250,8168,0,0,1955,0,0,98133,365000.0,2
1.5,4,3,1.0,8,1350,460,1810,2020,6000,6000,1,0,1952,0,0,98136,560000.0,2
1.0,3,4,1.0,7,1100,0,1100,1630,4184,4366,0,0,1965,0,0,98136,416500.0,2
1.0,2,4,1.0,6,1060,0,1060,1260,8187,8188,0,0,1952,0,0,98133,254000.0,2
1.0,3,4,1.0,7,850,170,1020,970,4980,4980,0,0,1941,0,0,98133,350000.0,2
3.25,5,5,2.5,10,4940,270,5210,2590,35765,10250,4,0,1911,0,0,98136,2195000.0,2
2.5,3,3,2.0,8,2160,0,2160,1830,6288,7600,0,0,1996,0,0,98133,549950.0,2
1.0,2,3,1.0,7,760,460,1220,1850,6300,4886,0,0,1942,0,0,98136,400000.0,2
2.0,3,5,1.0,7,1710,0,1710,1430,8910,8493,0,0,1953,0,0,98133,390000.0,2
1.75,4,4,1.0,7,980,860,1840,1520,9250,9250,0,0,1956,0,0,98133,480000.0,2
1.0,3,4,1.5,7,1180,0,1180,2240,7200,7875,0,0,1949,0,0,98133,425000.0,2
3.0,4,4,1.5,7,1640,470,2110,1380,5000,5000,2,0,1930,0,0,98136,610000.0,2
1.0,4,3,1.5,7,1740,0,1740,1580,11075,7684,0,0,1965,0,0,98133,310000.0,2
2.0,4,4,1.0,7,1690,800,2490,2240,4700,5000,0,0,1952,0,0,98136,700000.0,2
1.75,5,4,1.0,8,1380,950,2330,2120,4947,5605,0,0,1955,0,0,98136,572500.0,2
1.5,2,3,3.0,8,1180,0,1180,1180,834,1207,0,0,2009,0,0,98133,325000.0,2
1.0,4,3,1.5,7,1490,0,1490,1700,6000,6000,0,0,1918,0,0,98136,570000.0,2
2.25,4,4,1.0,7,1400,1020,2420,2120,7927,7693,0,0,1973,0,0,98133,400000.0,2
2.75,3,3,2.0,7,830,420,1250,1520,1655,3001,0,0,2006,0,0,98136,370000.0,2
2.5,3,4,1.0,9,1340,1040,2380,2560,16080,10070,2,0,1964,0,0,98136,986000.0,2
1.0,3,3,1.0,7,1080,0,1080,1850,8214,13560,0,0,1944,0,0,98133,284000.0,2
3.0,2,3,2.0,8,1140,270,1410,1410,1240,1273,0,0,2006,0,0,98136,405000.0,2
1.75,3,3,1.0,7,1410,0,1410,1410,6886,6561,0,0,1924,2013,1,98133,465000.0,2
1.0,2,4,1.0,7,830,80,910,1700,7200,7200,1,0,1936,0,0,98136,445000.0,2
3.0,6,3,2.0,7,1600,700,2300,1560,3404,1312,0,0,1920,1994,1,98133,464000.0,2
1.75,3,4,1.0,7,1090,250,1340,1550,6250,1755,0,0,1941,0,0,98136,499950.0,2
1.75,5,3,1.0,7,1100,1010,2110,2020,8500,8500,0,0,1962,0,0,98133,300000.0,2
1.0,3,5,1.0,8,1520,270,1790,1710,7055,7055,0,0,1937,0,0,98133,420000.0,2
1.75,3,4,1.0,8,1460,300,1760,1980,8400,8400,0,0,1960,0,0,98136,680000.0,2
2.25,3,3,2.0,8,1490,580,2070,1940,2833,3794,2,0,1966,0,0,98136,675000.0,2
3.25,4,5,1.0,9,3020,0,3020,2120,13457,7553,0,0,1956,0,0,98133,808100.0,2
1.0,2,4,1.0,6,830,0,830,1150,5720,5250,0,0,1950,0,0,98133,225000.0,2
1.0,2,3,2.0,7,2230,0,2230,1870,11472,8649,0,0,1951,0,0,98133,426000.0,2
1.75,3,3,1.0,7,1420,0,1420,1740,8250,8000,0,0,1954,0,0,98133,265000.0,2
1.0,2,4,1.0,7,880,0,880,1450,10950,7560,0,0,1944,0,0,98133,372500.0,2
1.5,3,4,1.0,7,1030,1180,2210,1750,6500,6370,0,0,1912,0,0,98136,500000.0,2
1.75,3,5,2.0,8,1820,0,1820,2030,3140,5499,0,0,1949,1990,1,98136,582000.0,2
2.5,3,3,3.0,7,1160,100,1260,1190,895,1095,0,0,2009,0,0,98133,305000.0,2
3.0,4,5,1.0,7,1050,910,1960,1360,5000,5000,0,0,1965,0,0,98136,604000.0,2
2.25,2,3,2.0,8,850,0,850,850,1656,1312,0,0,2001,0,0,98133,233000.0,2
1.75,3,4,1.0,8,1440,500,1940,2160,7313,7200,1,0,1960,0,0,98136,685000.0,2
2.5,4,3,2.0,8,3010,0,3010,1090,5040,5040,0,0,2006,0,0,98133,500000.0,2
1.75,3,3,1.0,8,1250,240,1490,1980,5000,5000,1,0,1954,0,0,98136,565000.0,2
1.0,3,4,1.5,7,1110,0,1110,1800,7000,7000,0,0,1955,0,0,98133,302000.0,2
1.0,3,3,1.0,7,1080,900,1980,1680,9540,9529,0,0,1949,0,0,98133,396000.0,2
1.0,2,4,1.0,7,1040,0,1040,1440,7538,7530,0,0,1939,0,0,98133,436000.0,2
1.0,2,3,2.0,7,2280,0,2280,2360,37500,6000,0,0,1932,0,0,98136,280000.0,2
1.75,3,3,1.0,7,1220,600,1820,1940,8028,11100,0,0,1980,0,0,98133,389000.0,2
1.75,3,3,1.0,7,1380,0,1380,1030,5060,5060,0,0,1986,0,0,98133,375000.0,2
2.0,3,4,1.0,7,960,810,1770,2010,6610,4361,0,0,1954,0,0,98133,449500.0,2
1.0,2,4,1.0,7,1510,0,1510,1170,3844,3844,0,0,1923,1970,1,98133,335000.0,2
1.0,3,3,1.0,7,1120,0,1120,1450,8443,8433,0,0,1953,0,0,98133,365000.0,2
1.0,1,2,1.0,5,570,0,570,1530,6000,6000,0,0,1918,0,0,98136,310000.0,2
1.75,3,3,1.0,7,1400,0,1400,1820,7405,7440,0,0,1961,0,0,98133,334000.0,2
1.75,3,5,1.0,7,1760,0,1760,1400,8266,8519,0,0,1954,0,0,98133,449900.0,2
2.25,5,3,1.0,7,1490,750,2240,2010,5500,6050,0,0,1959,0,0,98136,480000.0,2
1.5,2,3,1.0,7,1450,0,1450,1890,27075,10599,0,0,1940,0,0,98133,465000.0,2
1.0,3,4,1.5,7,990,0,990,1820,10752,7600,0,0,1929,0,0,98133,402500.0,2
2.0,3,4,1.0,7,1240,550,1790,1470,6800,6800,0,0,1964,0,0,98133,472500.0,2
1.5,2,3,3.0,7,1190,0,1190,1390,1236,1756,0,0,2005,0,0,98133,277500.0,2
1.0,2,3,1.0,6,590,0,590,1370,8717,6760,0,0,1953,0,0,98133,240000.0,2
1.0,2,4,1.0,6,1180,0,1180,1180,7200,7200,0,0,1949,0,0,98133,336000.0,2
2.25,3,3,1.0,7,1320,500,1820,1780,9150,8055,0,0,1961,0,0,98133,438000.0,2
2.75,3,5,1.0,8,1390,1000,2390,2390,9313,12712,0,0,1942,0,0,98133,689800.0,2
2.75,4,4,1.0,9,1640,1200,2840,2790,11900,10070,3,0,1961,0,0,98136,790000.0,2
1.0,2,3,1.0,8,1320,300,1620,1820,9855,7700,4,0,1948,0,0,98136,700000.0,2
2.5,4,4,1.0,8,1700,1360,3060,1630,10043,8296,0,0,1968,0,0,98133,475000.0,2
1.0,2,3,1.0,7,880,0,880,1960,12000,9395,0,0,1939,0,0,98133,334550.0,2
1.0,2,4,1.0,6,610,0,610,870,4000,5160,0,0,1918,0,0,98136,286000.0,2
1.0,3,5,1.0,6,1050,0,1050,1460,8583,7351,0,0,1955,0,0,98133,350000.0,2
2.5,4,5,1.0,7,1320,770,2090,1850,9702,7200,0,0,1965,0,0,98133,465000.0,2
2.5,4,4,1.0,7,1200,600,1800,1780,8432,8432,0,0,1960,0,0,98133,375000.0,2
2.25,4,3,2.0,9,2440,330,2770,2100,5320,6011,1,0,2013,0,0,98136,950000.0,2
1.0,3,3,1.0,7,1570,0,1570,1380,9136,9127,0,0,1953,0,0,98133,330000.0,2
1.0,2,3,2.0,7,790,180,970,1150,3279,1351,0,0,2007,0,0,98136,302860.0,2
1.0,2,5,1.0,7,920,0,920,1190,5120,5120,0,0,1952,0,0,98136,400000.0,2
1.0,3,3,1.0,7,1830,0,1830,1840,13900,10667,0,0,1951,0,0,98133,423000.0,2
1.75,3,3,2.0,8,1530,0,1530,2140,4000,5000,0,0,1985,0,0,98136,725000.0,2
2.5,3,3,2.0,8,1310,110,1420,1180,3542,1622,0,0,2007,0,0,98133,290000.0,2
1.0,2,3,1.5,6,1210,0,1210,1150,7140,7376,0,0,1921,0,0,98133,305000.0,2
2.25,4,5,1.0,7,1450,0,1450,1660,7245,7800,0,0,1950,1983,1,98133,375000.0,2
2.25,3,4,1.0,7,1100,490,1590,2060,7267,8336,0,0,1976,0,0,98133,405000.0,2
1.75,3,5,1.0,7,1240,0,1240,1640,7200,7200,0,0,1942,0,0,98136,427500.0,2
1.0,2,3,1.0,7,1060,0,1060,1980,7193,7560,0,0,1926,0,0,98133,461000.0,2
2.0,3,4,1.0,7,1010,600,1610,1040,4160,4400,0,0,1917,0,0,98136,485000.0,2
2.25,4,3,1.0,7,1460,700,2160,1880,8817,8817,0,0,1965,0,0,98133,499950.0,2
1.5,3,4,1.0,8,1130,520,1650,1400,8676,8499,0,0,1979,0,0,98133,390000.0,2
1.75,3,5,1.0,7,1040,700,1740,1370,8424,8424,0,0,1954,0,0,98133,364500.0,2
2.5,3,3,2.0,8,2440,870,3310,2140,5300,7500,2,0,2008,0,0,98136,670000.0,2
1.75,3,3,1.0,8,1220,500,1720,1900,5899,6244,1,0,1986,0,0,98136,514000.0,2
2.25,3,3,2.0,8,2280,0,2280,1920,6150,6150,2,0,1984,0,0,98136,660000.0,2
2.0,3,5,1.0,7,1300,0,1300,1230,6000,6000,0,0,1943,0,0,98136,560000.0,2
3.5,4,3,2.0,9,1780,710,2490,1710,5500,5500,0,0,2015,0,0,98136,899000.0,2
2.5,3,3,2.0,7,1010,360,1370,1450,1350,6000,0,0,2007,0,0,98136,368000.0,2
1.0,2,3,1.0,7,1100,0,1100,1240,4200,4000,0,0,1954,0,0,98136,343566.0,2
1.5,7,4,1.5,8,2320,350,2670,2030,11250,9000,0,0,1948,0,0,98133,575000.0,2
2.25,3,3,3.0,8,1400,0,1400,1490,1320,1449,2,0,2006,0,0,98133,367000.0,2
1.75,3,3,1.0,7,1300,0,1300,1290,3844,3844,0,0,1985,0,0,98133,369000.0,2
1.0,2,4,1.0,7,1100,0,1100,1460,7680,7680,0,0,1950,0,0,98133,300000.0,2
2.5,3,3,3.0,7,1150,0,1150,1180,887,915,0,0,2007,0,0,98133,288000.0,2
2.5,3,3,3.0,8,1270,80,1350,1350,874,886,0,0,2006,0,0,98136,389500.0,2
3.5,3,3,2.0,8,1960,490,2450,2620,9248,10207,4,0,1933,1993,1,98136,939000.0,2
2.25,3,3,1.0,7,1630,950,2580,1920,7434,7737,0,0,1963,0,0,98133,340000.0,2
2.5,4,3,2.0,8,2180,0,2180,1500,7204,7650,0,0,2014,0,0,98133,734000.0,2
1.0,4,4,1.5,7,1460,180,1640,1230,3844,3844,0,0,1928,0,0,98133,325000.0,2
1.0,3,4,1.0,7,1310,0,1310,1310,8514,8514,0,0,1953,0,0,98133,417000.0,2
1.75,3,3,1.0,7,1200,950,2150,1480,4333,6500,0,0,1956,0,0,98136,430000.0,2
1.0,4,4,1.0,7,1260,530,1790,1470,8400,8400,0,0,1954,0,0,98133,401500.0,2
1.0,3,5,1.0,7,1380,0,1380,1440,7470,7473,0,0,1965,0,0,98133,335000.0,2
1.5,2,3,2.0,7,1240,240,1480,1550,1349,1349,0,0,2007,0,0,98136,418000.0,2
1.75,3,4,2.0,7,1890,0,1890,1640,9100,9100,0,0,1952,0,0,98133,359950.0,2
1.5,3,3,1.0,7,1130,300,1430,1490,12199,8196,0,0,1948,0,0,98133,350000.0,2
1.0,2,3,1.0,7,1370,0,1370,1330,8400,8396,0,0,1948,0,0,98133,296000.0,2
1.0,5,4,1.5,7,1700,530,2230,2730,16800,18400,3,0,1923,0,0,98136,620000.0,2
3.25,3,3,3.0,8,1630,0,1630,1220,1677,1677,0,0,2007,0,0,98133,385000.0,2
2.0,4,4,2.0,7,1630,400,2030,1350,4033,1340,0,0,1925,0,0,98133,435000.0,2
1.75,4,5,1.0,8,1280,820,2100,2080,10358,9000,0,0,1959,0,0,98133,457000.0,2
1.75,4,3,1.0,8,1450,800,2250,1950,8458,7198,0,0,1954,0,0,98136,559000.0,2
2.0,5,4,1.0,7,1540,300,1840,1200,9240,5250,0,0,1942,1958,1,98133,435000.0,2
1.5,2,3,2.0,7,890,270,1160,1160,1103,1086,0,0,2006,0,0,98133,275000.0,2
1.0,2,3,1.0,6,750,100,850,1880,6213,5500,0,0,1916,0,0,98136,370000.0,2
1.5,3,4,1.0,7,1210,450,1660,1440,5100,5100,0,0,1954,0,0,98136,515000.0,2
1.0,2,3,1.0,6,810,0,810,1500,5100,5100,0,0,1955,0,0,98133,229000.0,2
3.5,3,3,2.0,10,2500,750,3250,1650,6000,6000,0,0,2001,0,0,98136,875000.0,2
3.5,3,3,2.0,8,1080,260,1340,1650,1168,1378,2,0,2002,0,0,98133,370350.0,2
1.0,2,4,1.0,6,780,0,780,1310,8160,8160,0,0,1953,0,0,98133,254922.0,2
1.5,3,3,1.5,7,1340,0,1340,1480,7912,7940,0,0,1955,0,0,98133,313000.0,2
1.0,2,4,1.0,7,1040,0,1040,1950,9100,13228,0,0,1937,0,0,98133,227000.0,2
1.0,3,3,1.0,6,1040,0,1040,1140,7541,6100,0,0,1951,0,0,98133,325000.0,2
2.25,3,3,1.0,7,1500,150,1650,1420,10336,10260,0,0,1962,0,0,98133,290000.0,2
3.25,3,3,2.0,8,1000,210,1210,1650,1173,1493,0,0,2002,0,0,98133,343000.0,2
1.5,4,3,1.0,7,1500,310,1810,860,6583,8670,0,0,1968,0,0,98133,799000.0,2
1.0,2,4,1.0,7,1140,540,1680,1610,6500,6500,0,0,1941,0,0,98136,515000.0,2
1.0,3,4,1.5,6,1130,0,1130,1350,7200,1358,0,0,1942,0,0,98133,316000.0,2
2.5,3,3,2.0,9,2510,0,2510,1790,5503,6099,2,0,1995,0,0,98136,820000.0,2
